order_id,product_id,discount,profits,quantity,sales
US-2015-134026,FUR-CH-10000513,0.2,-114.3912,8,831.936
US-2015-134026,FUR-FU-10003708,0.2,1.213,2,97.04
US-2015-134026,OFF-ST-10004123,0.2,-18.196,1,72.784
US-2017-118038,OFF-BI-10004182,0.8,-1.9344,3,1.248
US-2017-118038,FUR-FU-10000260,0.6,-5.8248,3,9.708
US-2017-118038,OFF-ST-10000615,0.2,2.724,3,27.24
US-2014-147606,FUR-FU-10003194,0.6,-14.475,5,19.3
CA-2016-127208,OFF-AP-10002118,0.0,56.2032,1,208.16
CA-2016-127208,OFF-BI-10002309,0.0,8.0352,3,16.74
CA-2014-139451,OFF-AR-10002053,0.0,4.172,5,14.9
CA-2014-139451,OFF-ST-10002370,0.0,6.2031,1,21.39
CA-2015-149734,OFF-EN-10000927,0.2,62.8075,7,200.984
US-2017-119662,OFF-ST-10003656,0.2,-48.9549,3,230.376
CA-2017-140088,FUR-CH-10000863,0.0,33.2156,2,301.96
CA-2017-155558,TEC-AC-10001998,0.0,6.7966,1,19.99
CA-2017-155558,OFF-LA-10000134,0.0,2.9568,2,6.16
CA-2016-159695,OFF-ST-10003442,0.2,13.8572,7,158.368
CA-2016-109806,OFF-AR-10004930,0.0,6.633,3,20.1
CA-2016-109806,TEC-PH-10004093,0.2,8.2782,2,73.584
CA-2016-109806,OFF-PA-10000304,0.0,3.1104,1,6.48
CA-2015-149587,OFF-PA-10003177,0.0,6.2208,2,12.96
CA-2015-149587,FUR-FU-10003799,0.0,16.5354,3,53.34
CA-2015-149587,OFF-BI-10002852,0.0,16.1504,2,32.96
US-2017-109484,OFF-BI-10004738,0.7,-3.788,1,5.682
CA-2017-161018,FUR-FU-10000629,0.0,40.5426,7,96.53
CA-2017-157833,OFF-BI-10001721,0.2,17.9592,3,51.312
CA-2016-149223,OFF-AP-10000358,0.0,22.5852,6,77.88
CA-2016-158568,OFF-PA-10003256,0.2,22.6184,7,64.624
CA-2016-158568,TEC-AC-10001767,0.2,-10.7973,3,95.976
CA-2016-158568,OFF-BI-10002609,0.8,-3.0396,3,1.788
CA-2016-129903,OFF-PA-10004040,0.0,11.7208,4,23.92
US-2015-156867,TEC-AC-10001552,0.2,-26.8758,6,238.896
US-2015-156867,FUR-FU-10004006,0.2,-3.8385,3,102.36
US-2015-156867,OFF-BI-10002794,0.7,-25.8174,3,36.882
CA-2017-119004,TEC-AC-10003499,0.2,17.6016,8,74.112
CA-2017-119004,TEC-PH-10002844,0.2,2.0994,1,27.992
CA-2017-119004,OFF-AR-10000390,0.2,1.0738,1,3.304
CA-2015-129476,TEC-AC-10000844,0.2,67.992,5,339.96
CA-2017-146780,FUR-FU-10001934,0.0,10.9096,2,41.96
CA-2016-128867,OFF-AR-10000380,0.0,22.788,2,75.96
CA-2016-128867,OFF-BI-10003981,0.0,13.3476,6,27.24
CA-2014-115259,OFF-FA-10000621,0.2,14.5348,14,40.096
CA-2014-115259,OFF-EN-10002600,0.2,1.652,2,4.72
CA-2014-115259,OFF-PA-10004965,0.2,7.4925,3,23.976
CA-2014-115259,OFF-EN-10002504,0.2,44.0316,6,130.464
CA-2015-110457,FUR-TA-10001768,0.0,165.3813,3,787.53
US-2015-136476,OFF-BI-10003650,0.7,-115.7156,1,157.794
CA-2016-103730,FUR-FU-10002157,0.0,18.3456,3,47.04
CA-2016-103730,OFF-BI-10003910,0.0,13.878,4,30.84
CA-2016-103730,OFF-ST-10000777,0.0,63.4368,6,226.56
CA-2016-103730,OFF-EN-10002500,0.0,51.759,9,115.02
CA-2016-103730,TEC-PH-10003875,0.0,19.7316,7,68.04
US-2014-152030,FUR-CH-10004063,0.3,-8.5794,3,600.558
US-2014-134614,FUR-TA-10004534,0.5,-407.682,6,617.7
US-2017-107272,OFF-BI-10003274,0.7,-1.8308,2,2.388
US-2017-107272,OFF-ST-10002974,0.2,30.499,7,243.992
US-2016-125969,FUR-CH-10001146,0.2,-9.1602,2,81.424
US-2016-125969,FUR-FU-10003773,0.0,26.2416,3,238.56
US-2017-164147,TEC-PH-10002293,0.4,-11.994,5,59.97
US-2017-164147,OFF-PA-10002377,0.2,29.364,2,78.304
US-2017-164147,OFF-FA-10002780,0.2,6.9732,9,21.456
CA-2016-145583,OFF-PA-10001804,0.0,9.6192,3,20.04
CA-2016-145583,OFF-PA-10001736,0.0,16.6568,1,35.44
CA-2016-145583,OFF-AR-10001149,0.0,3.456,4,11.52
CA-2016-145583,OFF-FA-10002988,0.0,1.9698,2,4.02
CA-2016-145583,OFF-BI-10004781,0.2,26.6616,3,76.176
CA-2016-145583,OFF-SU-10001218,0.0,18.4464,6,65.88
CA-2016-145583,FUR-FU-10001706,0.0,20.6976,14,43.12
CA-2016-110366,FUR-FU-10004848,0.2,10.35,2,82.8
CA-2017-106180,OFF-AR-10000940,0.0,2.3814,3,8.82
CA-2017-106180,OFF-EN-10004030,0.0,5.1042,3,10.86
CA-2017-106180,OFF-PA-10004327,0.0,68.976,3,143.7
CA-2017-155376,OFF-AP-10001058,0.0,218.2518,3,839.43
CA-2015-110744,OFF-ST-10003656,0.0,20.1579,7,671.93
CA-2014-110072,FUR-FU-10000521,0.2,12.9096,4,93.888
CA-2016-114489,TEC-PH-10000215,0.0,103.8015,11,384.45
CA-2016-114489,TEC-PH-10001448,0.0,5.9988,3,149.97
CA-2016-114489,FUR-CH-10000454,0.0,585.552,8,1951.84
CA-2016-114489,OFF-BI-10002735,0.0,80.6285,5,171.55
CA-2016-158834,OFF-AP-10000326,0.2,17.766,5,157.92
CA-2016-158834,TEC-PH-10001254,0.2,15.2388,2,203.184
CA-2015-124919,OFF-PA-10001950,0.0,26.271,7,58.38
CA-2015-124919,OFF-PA-10002254,0.0,48.5392,4,105.52
CA-2015-124919,OFF-ST-10001590,0.0,21.0288,6,80.88
CA-2015-118948,OFF-AR-10001547,0.0,1.7901,3,6.63
CA-2014-104269,FUR-CH-10004063,0.2,51.4764,2,457.568
CA-2016-114104,OFF-LA-10002475,0.0,6.8714,2,14.62
CA-2016-114104,TEC-PH-10004536,0.0,236.2325,7,944.93
CA-2016-162733,OFF-PA-10002751,0.0,2.691,1,5.98
CA-2015-119697,TEC-AC-10003657,0.2,1.3596,2,54.384
CA-2016-154508,OFF-EN-10001990,0.0,13.348,5,28.4
CA-2016-113817,OFF-BI-10004002,0.2,9.688,2,27.68
CA-2014-139892,OFF-AR-10004441,0.2,2.7324,3,9.936
CA-2014-139892,TEC-MA-10000822,0.4,-1359.992,8,8159.952
CA-2014-139892,OFF-ST-10000991,0.2,-58.6347,3,275.928
CA-2014-139892,FUR-CH-10004287,0.3,-24.858,9,1740.06
CA-2014-139892,OFF-AR-10002656,0.2,6.8136,6,32.064
CA-2014-139892,OFF-AP-10002518,0.8,-453.849,5,177.98
CA-2014-139892,TEC-PH-10003931,0.2,8.9985,3,143.976
CA-2014-118962,OFF-PA-10000659,0.0,9.8418,3,20.94
CA-2014-118962,OFF-PA-10001144,0.0,53.2608,2,110.96
CA-2014-118962,FUR-CH-10003817,0.2,21.259,7,340.144
US-2014-100853,OFF-AP-10000891,0.8,-131.12,2,52.448
US-2014-100853,OFF-LA-10003148,0.2,6.552,4,20.16
US-2017-152366,OFF-AP-10002684,0.8,-243.16,4,97.264
US-2015-101511,FUR-CH-10004698,0.3,-11.3372,7,396.802
US-2015-101511,OFF-SU-10002189,0.2,-3.7715,5,15.88
CA-2015-137225,OFF-AR-10001940,0.0,1.4104,1,3.28
CA-2014-166191,OFF-ST-10003455,0.2,1.8612,2,24.816
CA-2014-166191,TEC-AC-10004659,0.2,76.6395,7,408.744
CA-2014-158274,TEC-PH-10003273,0.0,131.0296,4,503.96
CA-2014-158274,TEC-PH-10004896,0.0,41.986,5,149.95
CA-2014-158274,TEC-AC-10002345,0.0,7.25,2,29.0
CA-2016-105018,OFF-BI-10001890,0.0,3.4368,2,7.16
CA-2014-123260,TEC-AC-10002323,0.0,22.984,8,176.8
CA-2016-157000,OFF-ST-10001328,0.2,3.7224,3,37.224
CA-2016-157000,OFF-PA-10001950,0.2,6.255,3,20.016
CA-2015-102281,FUR-BO-10002613,0.2,112.392,4,899.136
CA-2015-102281,TEC-PH-10001552,0.0,20.0928,6,71.76
CA-2015-102281,OFF-PA-10000061,0.0,24.8832,8,51.84
CA-2015-102281,FUR-BO-10002545,0.2,46.9764,3,626.352
CA-2015-102281,OFF-AR-10003514,0.0,6.567,5,19.9
CA-2015-131457,OFF-EN-10001509,0.0,6.7116,7,14.28
CA-2014-140004,OFF-AR-10004685,0.2,1.2038,2,7.408
CA-2014-140004,OFF-AR-10004027,0.2,1.5876,3,6.048
CA-2017-107720,OFF-ST-10001414,0.0,12.0276,3,46.26
US-2017-124303,OFF-BI-10000343,0.7,-2.2586,2,2.946
US-2017-124303,OFF-PA-10002749,0.2,5.8203,3,16.056
CA-2017-105074,OFF-PA-10002666,0.2,6.795,3,21.744
CA-2014-133690,FUR-TA-10004289,0.5,-161.875,2,218.75
CA-2014-133690,OFF-AP-10003622,0.2,0.2925,1,2.6
US-2017-116701,OFF-AP-10003217,0.8,-178.9668,2,66.284
CA-2017-126382,FUR-FU-10002960,0.2,9.6712,7,35.168
CA-2017-108329,TEC-PH-10001918,0.2,44.4768,4,444.768
CA-2017-135860,OFF-ST-10000642,0.0,5.8744,4,83.92
CA-2017-135860,TEC-PH-10001700,0.0,35.6346,2,131.98
CA-2017-135860,OFF-BI-10003274,0.0,7.4824,4,15.92
CA-2017-135860,OFF-FA-10000134,0.0,16.2099,9,52.29
CA-2017-135860,OFF-ST-10001522,0.0,3.6796,1,91.99
CA-2015-101007,TEC-AC-10001266,0.2,6.5,2,20.8
CA-2015-146262,OFF-LA-10004544,0.2,8.88,2,23.68
CA-2015-146262,FUR-BO-10004695,0.5,-244.323,5,452.45
CA-2015-146262,TEC-PH-10002844,0.4,-14.6958,3,62.982
CA-2015-146262,TEC-MA-10000864,0.7,-950.4,9,1188.0
CA-2015-146262,TEC-AC-10000109,0.2,4.4792,2,89.584
CA-2016-130162,OFF-ST-10001328,0.0,26.0568,6,93.06
CA-2016-130162,TEC-PH-10002563,0.2,22.6782,3,302.376
CA-2015-169397,OFF-FA-10000585,0.2,1.8148,2,5.584
CA-2015-169397,OFF-PA-10004000,0.2,8.2302,6,22.704
CA-2015-169397,OFF-BI-10002852,0.7,-13.8432,4,19.776
CA-2015-169397,FUR-FU-10000087,0.2,19.0848,4,72.704
CA-2015-169397,TEC-MA-10001148,0.7,-383.9904,4,479.988
CA-2015-169397,OFF-AR-10001958,0.2,2.7168,2,27.168
CA-2015-163055,OFF-AR-10001026,0.0,0.968,1,2.2
CA-2015-163055,FUR-TA-10003748,0.0,136.939,5,622.45
CA-2015-163055,OFF-ST-10002485,0.0,0.2198,1,21.98
US-2015-145436,FUR-CH-10004860,0.2,-28.2744,2,161.568
US-2015-145436,FUR-CH-10004477,0.2,43.8408,8,389.696
US-2014-156216,OFF-BI-10001679,0.7,-12.432,7,18.648
US-2017-100930,FUR-TA-10001705,0.45,-102.048,2,233.86
US-2017-100930,FUR-TA-10003473,0.45,-248.2458,3,620.6145
US-2017-100930,OFF-BI-10001679,0.7,-3.552,2,5.328
US-2017-100930,FUR-FU-10004017,0.2,0.0,3,258.072
US-2017-100930,TEC-AC-10003832,0.2,-7.7247,3,617.976
CA-2017-160514,OFF-PA-10002479,0.0,4.752,2,10.56
CA-2016-157749,OFF-PA-10003349,0.2,9.396,5,25.92
CA-2016-157749,FUR-FU-10000576,0.6,-356.728,5,419.68
CA-2016-157749,FUR-FU-10004351,0.6,-4.6752,3,11.688
CA-2016-157749,TEC-PH-10000011,0.2,11.1944,2,31.984
CA-2016-157749,FUR-TA-10002607,0.5,-120.513,5,177.225
CA-2016-157749,FUR-FU-10002505,0.6,-2.8308,3,4.044
CA-2016-157749,OFF-AR-10004685,0.2,1.2038,2,7.408
CA-2014-131926,FUR-CH-10004063,0.0,580.5394,7,2001.86
CA-2014-131926,OFF-ST-10002276,0.0,41.68,2,166.72
CA-2014-131926,OFF-PA-10004082,0.0,23.94,6,47.88
CA-2014-131926,OFF-AP-10002945,0.0,496.0725,5,1503.25
CA-2014-131926,OFF-PA-10000061,0.0,12.4416,4,25.92
CA-2016-154739,FUR-CH-10002965,0.2,28.1372,2,321.568
CA-2016-145625,OFF-PA-10004569,0.0,3.5767,1,7.61
CA-2016-145625,TEC-AC-10003832,0.0,636.0003,13,3347.37
CA-2016-146941,OFF-ST-10001228,0.0,22.5624,6,80.58
CA-2016-146941,OFF-EN-10003296,0.0,162.864,4,361.92
US-2015-159982,FUR-FU-10002505,0.6,-8.4924,9,12.132
US-2015-159982,OFF-ST-10004804,0.2,-19.5624,2,82.368
US-2015-159982,OFF-ST-10001590,0.2,4.044,5,53.92
US-2015-159982,TEC-PH-10001580,0.2,56.6916,6,647.904
CA-2017-163139,TEC-AC-10000290,0.0,6.9258,3,20.37
CA-2017-163139,OFF-ST-10002790,0.0,6.6465,3,221.55
CA-2017-163139,OFF-BI-10003460,0.2,6.132,5,17.52
US-2017-155299,OFF-AP-10002203,0.8,-4.466,2,1.624
US-2014-106992,TEC-MA-10000822,0.4,-509.997,3,3059.982
US-2014-106992,TEC-MA-10003353,0.4,-251.9958,7,2519.958
CA-2016-125318,TEC-PH-10001433,0.2,28.7196,4,328.224
CA-2015-155040,TEC-AC-10004469,0.0,35.156,2,79.9
CA-2017-136826,OFF-AR-10003602,0.2,4.7304,3,14.016
CA-2016-111010,OFF-FA-10003472,0.0,0.3024,6,7.56
US-2017-145366,OFF-ST-10004180,0.2,-7.4416,1,37.208
US-2017-145366,OFF-EN-10004386,0.2,21.591,3,57.576
CA-2017-163979,OFF-ST-10003208,0.0,210.4936,4,725.84
CA-2015-155334,TEC-AC-10003628,0.0,92.3692,7,209.93
CA-2015-155334,FUR-FU-10003274,0.0,2.3232,3,5.28
CA-2015-155334,OFF-BI-10002557,0.2,4.095,3,10.92
CA-2017-118136,OFF-PA-10002615,0.0,4.0572,2,8.82
CA-2017-118136,OFF-AR-10001427,0.0,1.5548,1,5.98
CA-2017-132976,OFF-PA-10000673,0.2,4.0768,2,11.648
CA-2017-132976,OFF-PA-10004470,0.2,5.9072,4,18.176
CA-2017-132976,OFF-ST-10000876,0.2,5.9712,6,59.712
CA-2017-132976,OFF-LA-10002043,0.2,8.694,3,24.84
US-2015-161991,OFF-BI-10004967,0.8,-3.432,5,2.08
US-2015-161991,TEC-PH-10001760,0.2,376.11,7,1114.4
CA-2015-130890,FUR-TA-10002903,0.2,51.942,5,1038.84
CA-2015-130883,OFF-PA-10000474,0.2,47.844,5,141.76
CA-2015-130883,TEC-AC-10001956,0.2,47.96,5,239.8
CA-2015-130883,OFF-PA-10004100,0.2,10.8864,6,31.104
CA-2016-112697,OFF-BI-10000778,0.7,-169.372,7,254.058
CA-2016-112697,OFF-AP-10002684,0.2,24.316,2,194.528
CA-2016-112697,OFF-SU-10000646,0.2,-204.3145,5,961.48
CA-2016-110772,OFF-FA-10002983,0.2,6.6836,7,19.096
CA-2016-110772,OFF-LA-10004689,0.2,6.2424,8,18.496
CA-2016-110772,TEC-AC-10002001,0.2,54.3966,2,255.984
CA-2016-110772,FUR-BO-10004709,0.5,-48.7032,3,86.97
CA-2014-111451,FUR-FU-10004091,0.2,78.8592,8,300.416
CA-2014-111451,FUR-CH-10001891,0.2,20.1558,3,230.352
CA-2014-111451,FUR-FU-10002918,0.2,-24.5646,3,218.352
CA-2014-111451,OFF-BI-10004593,0.7,-62.88,5,78.6
CA-2014-111451,OFF-FA-10004854,0.2,9.2988,3,27.552
CA-2016-142545,OFF-PA-10002105,0.0,15.552,5,32.4
CA-2016-142545,OFF-ST-10002756,0.0,10.8248,8,1082.48
CA-2016-142545,OFF-PA-10004243,0.0,27.3168,3,56.91
CA-2016-142545,FUR-FU-10001861,0.0,38.024,4,77.6
CA-2016-142545,OFF-BI-10002706,0.0,6.5688,1,14.28
US-2017-152380,FUR-TA-10002533,0.5,-131.445,3,219.075
CA-2015-144253,FUR-FU-10002671,0.0,12.864,2,26.8
CA-2014-130960,OFF-AR-10003651,0.0,2.8536,3,9.84
CA-2014-111003,OFF-BI-10001072,0.0,20.9208,3,45.48
CA-2014-111003,OFF-AR-10002135,0.0,83.868,6,289.2
CA-2017-126774,OFF-AR-10002804,0.0,2.0049,1,4.89
CA-2016-142902,FUR-FU-10001918,0.2,3.5948,4,15.136
CA-2016-142902,FUR-CH-10004086,0.2,52.5114,2,466.768
CA-2016-142902,FUR-FU-10001756,0.2,1.7136,1,15.232
CA-2016-142902,OFF-LA-10000634,0.2,2.0358,3,6.264
CA-2014-120887,FUR-FU-10001588,0.0,37.6422,3,87.54
CA-2014-167850,TEC-PH-10002398,0.2,22.298,2,178.384
CA-2014-167850,OFF-PA-10001937,0.2,5.4432,3,15.552
CA-2014-164259,OFF-AR-10003373,0.2,8.6744,4,99.136
CA-2014-164973,FUR-CH-10002602,0.1,24.1568,1,135.882
CA-2014-164973,TEC-MA-10002927,0.0,1995.99,2,3991.98
CA-2014-164973,TEC-PH-10004093,0.0,80.0226,6,275.94
CA-2014-164973,TEC-AC-10000892,0.0,129.6,4,360.0
CA-2014-164973,OFF-ST-10002974,0.0,13.071,1,43.57
CA-2014-156601,OFF-FA-10000624,0.0,3.58,2,7.16
CA-2016-162138,OFF-BI-10004593,0.2,81.744,6,251.52
CA-2016-162138,TEC-AC-10001908,0.0,34.9965,1,99.99
CA-2017-153339,FUR-FU-10001967,0.2,0.9995,1,15.992
US-2016-141544,TEC-PH-10003645,0.4,-67.8762,3,290.898
US-2016-141544,OFF-ST-10000675,0.2,3.389,2,54.224
US-2016-141544,FUR-CH-10003312,0.3,-258.5016,4,786.744
US-2016-141544,OFF-LA-10001074,0.2,33.831,10,100.24
US-2016-141544,OFF-BI-10001524,0.7,-27.6936,6,37.764
US-2016-150147,TEC-PH-10004614,0.4,-20.7,2,82.8
US-2016-150147,OFF-BI-10001153,0.7,-13.816,2,20.724
US-2016-150147,OFF-BI-10001982,0.7,-3.4272,3,4.896
CA-2015-137946,OFF-BI-10001922,0.2,1.6038,1,4.752
CA-2015-137946,TEC-CO-10001449,0.2,335.9944,2,959.984
CA-2015-137946,OFF-BI-10004140,0.2,4.49,4,14.368
CA-2014-129924,OFF-BI-10003314,0.2,2.7956,2,7.712
CA-2014-129924,FUR-TA-10004575,0.2,-17.4588,3,698.352
CA-2015-128167,OFF-FA-10000490,0.0,2.3312,4,4.96
CA-2014-122336,OFF-AR-10000122,0.2,1.116,4,17.856
CA-2014-122336,OFF-BI-10003656,0.7,-407.976,10,509.97
CA-2014-122336,OFF-FA-10002780,0.2,10.0724,13,30.992
CA-2014-122336,TEC-PH-10000702,0.4,8.3916,12,71.928
US-2015-120712,OFF-ST-10000107,0.2,-2.22,4,88.8
CA-2017-169901,TEC-PH-10002293,0.2,4.7976,3,47.976
CA-2017-134306,OFF-AR-10004027,0.0,3.0996,3,7.56
CA-2017-134306,OFF-PA-10000249,0.0,11.5432,2,24.56
CA-2017-134306,OFF-AR-10001374,0.0,4.1472,2,12.96
CA-2016-129714,TEC-AC-10000290,0.0,2.3086,1,6.79
CA-2016-129714,OFF-PA-10001970,0.0,11.5432,2,24.56
CA-2016-129714,OFF-BI-10002160,0.2,1.0668,1,3.048
CA-2016-129714,OFF-PA-10001970,0.0,23.0864,4,49.12
CA-2016-129714,OFF-BI-10004995,0.2,1415.4296,4,4355.168
CA-2016-138520,FUR-BO-10002268,0.2,-4.8588,6,388.704
CA-2016-138520,OFF-EN-10001137,0.0,3.7996,2,8.26
CA-2016-138520,OFF-AR-10002399,0.0,6.9864,4,17.04
CA-2016-138520,OFF-PA-10002713,0.0,15.824,5,34.4
CA-2016-130001,OFF-PA-10002666,0.2,11.325,5,36.24
CA-2017-155698,OFF-AP-10001124,0.0,168.4384,8,647.84
CA-2017-155698,OFF-LA-10001158,0.0,9.936,2,20.7
CA-2017-144904,OFF-LA-10001158,0.0,9.936,2,20.7
CA-2017-144904,FUR-CH-10000785,0.1,86.8704,3,488.646
CA-2017-144904,OFF-AR-10003732,0.0,1.4456,2,5.56
CA-2017-144904,FUR-FU-10000023,0.0,20.7328,8,47.12
CA-2014-123344,OFF-ST-10001713,0.0,8.4784,4,211.96
CA-2016-155516,OFF-BI-10002412,0.0,10.44,4,23.2
CA-2016-155516,OFF-SU-10001225,0.0,0.1472,2,7.36
CA-2016-155516,OFF-ST-10002406,0.0,29.3412,7,104.79
CA-2016-155516,FUR-BO-10002545,0.0,271.4192,4,1043.92
CA-2017-104745,OFF-PA-10002036,0.2,9.396,5,25.92
CA-2017-104745,OFF-ST-10002205,0.2,4.6746,3,53.424
US-2014-119137,OFF-BI-10001982,0.7,-5.712,5,8.16
US-2014-119137,TEC-AC-10003911,0.2,179.1888,8,1023.936
US-2014-119137,OFF-AR-10000658,0.2,0.924,1,9.24
US-2014-119137,TEC-AC-10002076,0.2,-29.94,10,479.04
US-2016-134656,OFF-PA-10003039,0.2,30.98,4,99.136
US-2017-134481,FUR-TA-10004915,0.3,-297.6848,7,1488.424
CA-2015-130792,OFF-AP-10000696,0.8,-20.3322,3,8.652
CA-2015-130792,OFF-ST-10003327,0.2,2.6811,3,23.832
CA-2015-130792,OFF-BI-10000309,0.8,-18.8728,4,12.176
CA-2016-134775,OFF-PA-10004734,0.0,25.48,7,50.96
CA-2016-134775,OFF-BI-10002225,0.2,17.3376,3,49.536
CA-2015-125395,TEC-AC-10004708,0.0,8.799,2,41.9
US-2015-168935,FUR-TA-10000617,0.45,-157.0095,3,375.4575
US-2015-168935,TEC-AC-10002335,0.2,-1.0497,3,83.976
CA-2015-122756,TEC-MA-10001681,0.7,-337.638,4,482.34
CA-2015-122756,FUR-FU-10001935,0.2,0.777,1,2.96
CA-2014-115973,OFF-AR-10004757,0.2,0.4264,1,2.624
CA-2017-101798,OFF-BI-10000050,0.2,7.884,4,23.36
CA-2017-101798,TEC-AC-10001998,0.0,13.5932,2,39.98
US-2014-135972,TEC-PH-10003012,0.2,27.7182,2,246.384
US-2014-135972,TEC-CO-10002313,0.0,701.9883,3,1799.97
US-2014-134971,OFF-BI-10003982,0.8,-20.5623,3,12.462
CA-2017-102946,OFF-BI-10004492,0.2,25.5798,3,75.792
CA-2017-165603,OFF-ST-10000798,0.0,9.4924,2,49.96
CA-2017-165603,OFF-PA-10002552,0.0,6.2208,2,12.96
CA-2015-122259,OFF-SU-10002573,0.0,21.036,4,70.12
CA-2016-108987,OFF-ST-10001580,0.2,3.5952,3,35.952
CA-2016-108987,FUR-BO-10004834,0.32,-317.1528,4,2396.2656
CA-2016-108987,OFF-ST-10000934,0.2,-32.784,4,131.136
